Song,Album,Genres,Year,Rank
Gotta Get Thru This - D'N'D Radio Edit,Gotta Get Thru This,"['talent show', 'europop']",2002,61
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Genesis,"['hip pop', 'dance pop', 'east coast hip hop', 'hardcore hip hop', 'rap', 'pop', 'hip hop', 'pop rap']",2002,62
Lose Yourself,Curtain Call: The Hits (Deluxe Edition),"['hip hop', 'rap', 'detroit hip hop']",2002,63
Butterflies,Invincible,"['soul', 'r&b']",2002,64
What About Us?,Full Moon,"['hip pop', 'dance pop', 'urban contemporary', 'contemporary r&b', 'r&b']",2002,65
Underneath Your Clothes,Laundry Service,"['dance pop', 'colombian pop', 'latin pop', 'pop']",2002,66
Rainy Dayz,No More Drama (Version 2),"['gangster rap', 'hip pop', 'dance pop', 'urban contemporary', 'queens hip hop', 'east coast hip hop', 'rap', 'hip hop', 'neo soul', 'pop rap', 'r&b']",2002,67
Differences,The Life,"['hip pop', 'contemporary r&b', 'urban contemporary', 'r&b']",2002,68
If I Could Turn Back Time,Heart Of Stone,"['dance pop', 'pop']",2002,69
The Whole World (feat. Killer Mike),Big Boi & Dre Present...OutKast,"['political hip hop', 'southern hip hop', 'alternative hip hop', 'rap', 'dirty south rap', 'old school atlanta hip hop', 'atl hip hop', 'hip hop', 'conscious hip hop']",2002,70
Underneath It All,Rock Steady (Expanded Edition),"['dance pop', 'permanent wave', 'dancehall', 'dance rock', 'rock', 'pop rock', 'reggae fusion', 'dancehall queen']",2002,71
Caramel,City High,"['hip pop', 'dance pop', 'urban contemporary', 'philly rap', 'contemporary r&b', 'r&b']",2002,72
Luv U Better,10,"['queens hip hop', 'east coast hip hop', 'rap', 'golden age hip hop', 'old school hip hop', 'hip hop']",2002,73
Gimme the Light,Dutty Rock (20th Anniversary),"['dance pop', 'pop rap', 'pop', 'dancehall']",2002,74
Gone,Celebrity,"['dance pop', 'boy band', 'pop']",2002,75
Livin' It Up,Pain Is Love,"['gangster rap', 'hip pop', 'dance pop', 'new jack swing', 'urban contemporary', 'queens hip hop', 'east coast hip hop', 'rap', 'contemporary r&b', 'hip hop', 'pop rap', 'r&b']",2002,76
Rollout (My Business),Word Of Mouf,"['southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'atl hip hop', 'hip hop', 'pop rap']",2002,77
Here Is Gone,Gutterflower,"['neo mellow', 'pop rock', 'permanent wave', 'post-grunge']",2002,78
No More Drama,No More Drama,"['dance pop', 'neo soul', 'urban contemporary', 'r&b']",2002,79
Rock Wit U (Awww Baby),Chapter II,"['hip pop', 'dance pop', 'urban contemporary', 'r&b']",2002,81
The Good Stuff,"No Shoes, No Shirt, No Problems","['contemporary country', 'country road', 'country']",2002,82
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),"['gangster rap', 'hip pop', 'dance pop', 'urban contemporary', 'queens hip hop', 'east coast hip hop', 'hardcore hip hop', 'rap', 'dirty south rap', 'trap', 'bronx hip hop', 'hip hop', 'pop rap', 'r&b']",2002,83
Good Morning Beautiful,Blue Moon,['country road'],2002,84
Rock The Boat,Aaliyah,"['hip pop', 'dance pop', 'urban contemporary', 'contemporary r&b', 'r&b']",2002,85
Drive (For Daddy Gene),Drive,['country'],2002,86
Standing Still,This Way,"['alaska indie', 'lilith', 'permanent wave', 'singer-songwriter', 'pop rock', 'ectofolk']",2002,87
Anything (feat. Next),Ghetto Love,"['new jack swing', 'urban contemporary', 'minneapolis sound', 'boy band', 'contemporary r&b', 'r&b']",2002,88
Full Moon,Full Moon,"['hip pop', 'dance pop', 'urban contemporary', 'contemporary r&b', 'r&b']",2002,89
Uh Huh,B2K,"['hip pop', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",2002,90
I'm Alive,A New Day Has Come,['canadian pop'],2002,91
Turn Off The Light,"Whoa, Nelly! (Expanded Edition)","['dance pop', 'canadian latin', 'pop', 'canadian pop']",2002,92
Living And Living Well,The Road Less Traveled,"['contemporary country', 'country road', 'country']",2002,93
My List,Toby Keith 35 Biggest Hits,"['contemporary country', 'classic oklahoma country', 'country', 'country road']",2002,94
Hands Clean,Under Rug Swept,"['canadian singer-songwriter', 'neo mellow', 'lilith', 'singer-songwriter', 'canadian pop', 'pop rock']",2002,95
Sk8er Boi,Let Go,"['candy pop', 'pop', 'canadian pop']",2002,96
Long Time Gone (Originally Performed by Dixie Chicks) [Karaoke Version],"The Karaoke Channel - Country Hits of 2002, Vol. 9",['karaoke'],2002,97
Where Were You (When the World Stopped Turning),Patriotic Hits / American Songs,['country'],2002,98
Like I Love You,Justified,"['dance pop', 'pop']",2002,99
In Da Club,Get Rich Or Die Tryin',"['gangster rap', 'queens hip hop', 'east coast hip hop', 'rap', 'hip hop', 'pop rap']",2003,1
Get Busy,Dutty Rock (20th Anniversary),"['dance pop', 'pop rap', 'pop', 'dancehall']",2003,3
Crazy In Love (feat. Jay-Z),Crazy In Love (featuring Jay-Z),"['gangster rap', 'east coast hip hop', 'rap', 'pop', 'hip hop', 'pop rap', 'r&b']",2003,4
When I'm Gone,Away From The Sun,"['post-grunge', 'alternative metal', 'rock', 'nu metal']",2003,5
Unwell,More Than You Think You Are,"['neo mellow', 'pop rock', 'post-grunge']",2003,6
Right Thurr,Jackpot,"['hip pop', 'southern hip hop', 'crunk', 'dirty south rap', 'pop rap', 'r&b']",2003,7
Miss You,I Care 4 U,"['hip pop', 'dance pop', 'urban contemporary', 'contemporary r&b', 'r&b']",2003,8
Picture (feat. Sheryl Crow),Cocky,"['nu metal', 'lilith', 'permanent wave', 'singer-songwriter', 'new wave pop', 'pop rock']",2003,9
Bring Me To Life,Fallen,['alternative metal'],2003,10
Get Low featuring Ying Yang Twins,Crunkest Hits (Clean),"['southern hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'atl hip hop', 'atlanta bass']",2003,11
Baby Boy (feat. Sean Paul),Dangerously In Love,"['dance pop', 'dancehall', 'pop', 'pop rap', 'r&b']",2003,12
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,Bad Boy 20th Anniversary Box Set Edition,"['gangster rap', 'hip pop', 'dance pop', 'urban contemporary', 'st louis rap', 'east coast hip hop', 'rap', 'dirty south rap', 'hip hop', 'pop rap']",2003,13
21 Questions,Get Rich Or Die Tryin',"['gangster rap', 'queens hip hop', 'east coast hip hop', 'hardcore hip hop', 'rap', 'west coast rap', 'g funk', 'hip hop', 'pop rap']",2003,14
All I Have (feat. LL Cool J),This Is Me...Then,"['dance pop', 'urban contemporary', 'queens hip hop', 'east coast hip hop', 'rap', 'golden age hip hop', 'pop', 'old school hip hop', 'hip hop']",2003,15
Beautiful,Stripped,"['dance pop', 'pop']",2003,16
I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,"['dance pop', 'urban contemporary', 'east coast hip hop', 'hardcore hip hop', 'rap', 'pop', 'hip hop', 'pop rap']",2003,17
I’m a Mess (with YUNGBLUD),I’m a Mess (with YUNGBLUD),"['british indie rock', 'rock', 'pop', 'canadian pop', 'pov: indie', 'modern rock', 'candy pop']",2003,18
Drift Away,No Stranger to Shame,"['pop rock', 'post-grunge', 'country']",2003,19
Magic Stick,La Bella Mafia,"['gangster rap', 'hip pop', 'dance pop', 'southern hip hop', 'trap queen', 'urban contemporary', 'east coast hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2003,20
P.I.M.P.,Get Rich Or Die Tryin',"['gangster rap', 'queens hip hop', 'east coast hip hop', 'rap', 'hip hop', 'pop rap']",2003,21
"Bump, Bump, Bump (feat. P. Diddy)",Pandemonium!,"['hip pop', 'dance pop', 'urban contemporary', 'east coast hip hop', 'rap', 'boy band', 'contemporary r&b', 'hip hop', 'pop rap', 'r&b']",2003,22
Into You (feat. Tamia),Street Dreams (Bonus Track),"['gangster rap', 'hip pop', 'urban contemporary', 'rap', 'trap', 'canadian pop', 'contemporary r&b', 'hip hop', 'pop rap', 'r&b']",2003,23
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Street Dreams (Bonus Track),"['gangster rap', 'hip pop', 'urban contemporary', 'rap', 'trap', 'contemporary r&b', 'hip hop', 'pop rap', 'r&b']",2003,24
Mesmerize,The Last Temptation,"['gangster rap', 'hip pop', 'dance pop', 'urban contemporary', 'queens hip hop', 'east coast hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2003,25
Where Is The Love?,Elephunk,"['dance pop', 'pop rap', 'pop']",2003,26
The Game of Love (feat. Michelle Branch) - Main / Radio Mix,Shaman,"['mexican classic rock', 'neo mellow', 'lilith', 'blues rock', 'classic rock', 'pop rock', 'candy pop']",2003,27
Lose Yourself,Curtain Call: The Hits (Deluxe Edition),"['hip hop', 'rap', 'detroit hip hop']",2003,28
Rock Wit U (Awww Baby),Chapter II,"['hip pop', 'dance pop', 'urban contemporary', 'r&b']",2003,29
Cry Me a River,Justified,"['dance pop', 'pop']",2003,30
How You Gonna Act Like That,I Wanna Go There,"['hip pop', 'contemporary r&b', 'urban contemporary', 'r&b']",2003,31
Rock Your Body,Justified,"['dance pop', 'pop']",2003,32
No Letting Go,No Holding Back,"['reggae fusion', 'dancehall']",2003,33
Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,"['gangster rap', 'dance pop', 'east coast hip hop', 'rap', 'pop', 'hip hop', 'pop rap']",2003,34
Work It,Under Construction,"['hip pop', 'dance pop', 'urban contemporary', 'rap', 'virginia hip hop', 'hip hop', 'neo soul', 'pop rap', 'r&b']",2003,36
03' Bonnie & Clyde,The Blueprint 2: The Gift & The Curse,"['gangster rap', 'east coast hip hop', 'rap', 'pop', 'hip hop', 'pop rap', 'r&b']",2003,37
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),Nivea,"['hip pop', 'urban contemporary', 'atl hip hop', 'contemporary r&b', 'r&b']",2003,38
So Gone,After The Storm,"['hip pop', 'contemporary r&b', 'urban contemporary', 'r&b']",2003,39
Air Force Ones,Nellyville,"['gangster rap', 'dance pop', 'urban contemporary', 'st louis rap', 'rap', 'dirty south rap', 'hip hop', 'pop rap']",2003,40
"Never Leave You (Uh Oooh, Uh Oooh)",Almost Famous,['hip pop'],2003,41
Beautiful,Paid Tha Cost To Be Da Bo$$,"['gangster rap', 'dance pop', 'urban contemporary', 'rap', 'west coast rap', 'pop', 'g funk', 'contemporary r&b', 'hip hop', 'pop rap', 'r&b']",2003,42
Gossip Folks (feat. Ludacris),Under Construction,"['hip pop', 'dance pop', 'southern hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'virginia hip hop', 'old school atlanta hip hop', 'atl hip hop', 'hip hop', 'neo soul', 'pop rap', 'r&b']",2003,43
Miss Independent,Thankful,"['talent show', 'dance pop', 'pop']",2003,44
Calling All Angels,My Private Nation,"['neo mellow', 'pop rock', 'dance pop', 'pop']",2003,45
Damn! (feat. Lil' Jon) - Club Mix,Drankin' Patnaz,"['southern hip hop', 'dance pop', 'crunk', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'atl hip hop', 'pop rap']",2003,46
This Is The Night,Bridge Over Troubled Water/This Is The Night,['idol'],2003,47
Your Body Is a Wonderland,Room For Squares,"['neo mellow', 'singer-songwriter']",2003,48
Headstrong,Trapt,"['post-grunge', 'alternative metal', 'nu metal']",2003,49
In Those Jeans,The Senior,"['hip pop', 'contemporary r&b', 'urban contemporary', 'r&b']",2003,50
Stand Up,Chicken - N - Beer,"['southern hip hop', 'dance pop', 'hip pop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'chicago rap', 'atl hip hop', 'hip hop', 'pop rap']",2003,51
The Remedy (I Won't Worry),Waiting for My Rocket to Come,"['neo mellow', 'acoustic pop', 'dance pop', 'pop']",2003,52
Why Don't You & I (feat. Chad Kroeger),Shaman,"['classic rock', 'blues rock', 'mexican classic rock']",2003,53
Excuse Me Miss,The Blueprint 2: The Gift & The Curse,"['gangster rap', 'east coast hip hop', 'rap', 'hip hop', 'pop rap']",2003,54
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jenny From The Block - The Remixes,"['dance pop', 'battle rap', 'urban contemporary', 'east coast hip hop', 'hardcore hip hop', 'dirty south rap', 'trap', 'pop']",2003,55
Are You Happy Now?,Hotel Paper,"['neo mellow', 'pop rock', 'lilith', 'candy pop']",2003,56
Forever And For Always,Up! (Red and Green Versions),"['country dawn', 'canadian country', 'contemporary country', 'canadian pop', 'country']",2003,57
Underneath It All,Rock Steady (Expanded Edition),"['dance pop', 'permanent wave', 'dancehall', 'dance rock', 'rock', 'pop rock', 'reggae fusion', 'dancehall queen']",2003,59
If You're Not The One,Gotta Get Thru This,"['talent show', 'europop']",2003,60
Here Without You,Away From The Sun,"['post-grunge', 'alternative metal', 'rock', 'nu metal']",2003,62
Wanksta,Get Rich Or Die Tryin',"['gangster rap', 'queens hip hop', 'east coast hip hop', 'rap', 'hip hop', 'pop rap']",2003,63
My Love Is Like...Wo,Moodring,"['hip pop', 'contemporary r&b', 'urban contemporary', 'r&b']",2003,64
It's Five O'Clock Somewhere (with Jimmy Buffett),Playlist: The Very Best Of Alan Jackson,['country'],2003,65
Like Glue,Dutty Rock (20th Anniversary),"['dance pop', 'pop rap', 'pop', 'dancehall']",2003,66
Can't Hold Us Down (feat. Lil' Kim),Stripped,"['gangster rap', 'hip pop', 'dance pop', 'southern hip hop', 'trap queen', 'urban contemporary', 'east coast hip hop', 'rap', 'pop', 'hip hop', 'pop rap', 'r&b']",2003,67
My Front Porch Looking In,Playlist: The Very Best Of Lonestar,"['contemporary country', 'country road', 'country']",2003,68
Angel,Where You At?,"['hip pop', 'southern hip hop', 'urban contemporary', 'r&b']",2003,69
She Hates Me,Come Clean,"['post-grunge', 'alternative metal', 'nu metal']",2003,70
Don't Wanna Try - Karaoke Version In the Style of Frankie J.,"Charthits Karaoke : The Very Best of the Year 2003, Vol. 6",['karaoke'],2003,71
The Jump Off,La Bella Mafia,"['gangster rap', 'hip pop', 'dance pop', 'southern hip hop', 'trap queen', 'urban contemporary', 'east coast hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2003,72
Intuition,304,"['alaska indie', 'lilith', 'permanent wave', 'singer-songwriter', 'pop rock', 'ectofolk']",2003,73
Hell Yeah,Hell Yeah,"['plugg', 'glitchcore', 'rage rap']",2003,74
Beer For My Horses,Unleashed,"['country road', 'classic country pop', 'outlaw country', 'classic texas country', 'singer-songwriter', 'contemporary country', 'nashville sound', 'country rock', 'classic oklahoma country', 'country']",2003,75
Holidae In,Jackpot,"['gangster rap', 'hip pop', 'southern hip hop', 'dance pop', 'crunk', 'rap', 'dirty south rap', 'trap', 'west coast rap', 'old school atlanta hip hop', 'g funk', 'atl hip hop', 'pop rap', 'hip hop', 'r&b']",2003,76
Suga Suga,Tha Smokin' Nephew,"['southern hip hop', 'hip pop', 'latin hip hop', 'texas latin rap', 'urban contemporary', 'chicano rap', 'pop rap']",2003,77
Love Of My Life (An Ode To Hip Hop) - Longer Album Version,Go! Common Classics,"['political hip hop', 'soul', 'alternative hip hop', 'hardcore hip hop', 'conscious hip hop', 'afrofuturism', 'alternative r&b', 'chicago rap', 'hip hop', 'neo soul', 'r&b']",2003,78
Fighter,Stripped,"['dance pop', 'pop']",2003,79
Thugz Mansion - 7 Remix,Better Dayz,"['gangster rap', 'new jack swing', 'urban contemporary', 'rap', 'west coast rap', 'g funk', 'contemporary r&b', 'hip hop', 'neo soul', 'r&b']",2003,80
Clocks,A Rush of Blood to the Head,"['permanent wave', 'pop']",2003,81
Put That Woman First,Still Ghetto,"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",2003,82
Rain On Me,Chapter II,"['hip pop', 'dance pop', 'urban contemporary', 'r&b']",2003,83
19 Somethin' - Greatest Hits Version,Greatest Hits,"['country road', 'country']",2003,84
"Can't Stop, Won't Stop",Tough Luv,"['hip pop', 'southern hip hop', 'crunk', 'philly rap', 'dirty south rap', 'pop rap', 'r&b']",2003,85
Red Dirt Road,Red Dirt Road,"['contemporary country', 'country road', 'country']",2003,86
What Was I Thinkin',Dierks Bentley,"['contemporary country', 'country road', 'country']",2003,87
Flying Without Wings,Soulful,"['contemporary r&b', 'r&b', 'gospel r&b']",2003,88
Sing For The Moment,The Eminem Show,"['hip hop', 'rap', 'detroit hip hop']",2003,89
Have You Forgotten?,Have You Forgotten?,"['country road', 'country']",2003,90
"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No Problems","['contemporary country', 'country road', 'country']",2003,91
Come Over (feat. Tank),I Care 4 U,"['hip pop', 'dance pop', 'urban contemporary', 'contemporary r&b', 'r&b']",2003,92
Sick Of Being Lonely,From Tha Roota To Tha Toota,"['atl hip hop', 'old school atlanta hip hop', 'dirty south rap']",2003,93
I Want You,"Retired from Sad, New Career in Business","['pov: indie', 'brooklyn indie']",2003,95
Like a Stone,Audioslave,"['nu metal', 'hard rock', 'post-grunge', 'alternative metal', 'alternative rock', 'permanent wave', 'grunge', 'rock', 'supergroup']",2003,96
Don't Know Why - In the Style of Norah Jones (Karaoke Version Teaching Vocal),Karaoke - R&B/Hip-Hop February 2003,['karaoke'],2003,97
Superman,The Eminem Show,"['hip hop', 'rap', 'detroit hip hop']",2003,98
Real Good Man,35 Biggest Hits,"['contemporary country', 'country road', 'country']",2003,99
Say Yes,Floetic,"['new jack swing', 'urban contemporary', 'british soul', 'contemporary r&b', 'neo soul', 'r&b']",2003,100
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),"['southern hip hop', 'dance pop', 'crunk', 'urban contemporary', 'south carolina hip hop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'contemporary r&b', 'pop rap', 'hip hop', 'r&b']",2004,1
Burn,Confessions (Expanded Edition),"['dance pop', 'urban contemporary', 'south carolina hip hop', 'rap', 'pop', 'atl hip hop', 'contemporary r&b', 'r&b']",2004,2
If I Ain't Got You,The Diary Of Alicia Keys,"['neo soul', 'pop', 'r&b']",2004,3
This Love,Songs About Jane: 10th Anniversary Edition,['pop'],2004,4
The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,"['southern hip hop', 'rap', 'dirty south rap', 'old school atlanta hip hop', 'atl hip hop', 'hip hop']",2004,5
The Reason,The Reason (15th Anniversary Deluxe),"['nu metal', 'post-grunge', 'alternative metal', 'funk metal', 'pop rock']",2004,6
Hey Ya!,Speakerboxxx/The Love Below,"['southern hip hop', 'rap', 'dirty south rap', 'old school atlanta hip hop', 'atl hip hop', 'hip hop']",2004,8
Goodies (feat. Petey Pablo),Goodies,"['hip pop', 'dance pop', 'southern hip hop', 'crunk', 'urban contemporary', 'dirty south rap', 'north carolina hip hop', 'pop', 'r&b']",2004,9
Lean Back,True Story,"['gangster rap', 'hip pop', 'southern hip hop', 'trap queen', 'urban contemporary', 'east coast hip hop', 'hardcore hip hop', 'rap', 'dirty south rap', 'trap', 'r&b', 'bronx hip hop', 'contemporary r&b', 'hip hop', 'pop rap', 'alternative r&b']",2004,10
